hof_id
142_2031632_8pcom-act
160_2056903_tpe-2bph
140_2046914_zju-hof-10
162_2076399_pycalow-a
231hof-fju-88
64_1823163_1-co
78_1576306_2
32_1540573_np-cphata
2_g4bbs2
2282231664
1881ct-18c6-i
26_1523339_ortho
115_2005568_cbpe-1deani
256-th5_dmso
128_2010569_pfc-33tma
196-2
211-btba-1c1_sq
59_1834675_3
297_sof-9
43_1583113_cpos-1
1_2
88_1850834_3
2222151260
314-4-cl
55_1837141_1’-15min
55_1837145_1-22min
160_2056896_tpe4benzoate
271-2
258-hof-lifm-10
5-4
293-2s4
298-ecut-hof-30
43_1583115_cpos-3
109_1881305_ptocz
32_1540571_cphat-1-tcb
24_1507980_hof-tcbp
218-hof-tcpb-298
79_1890647_hof-co
263-tptca-2
2_g4bbs21
2_g4nbs055
45_1555044_1d
186_pfc-72-co
2_g2mbs
126_2027310_cpdbc-2
48_1846100_6
15-mo_jesse04_0m_sq
48_1846103_2
232hof-tppas
210-xhof
49_1815226_hof3a
193-dap-hof-2
168_2087502_hof-30e
141_2027045_hof-nf
168_2087504_hof-30
297_sof-8
275-cagehof-2_deso
1_14
62_1877481_cphatn-1tcb
184_cfa-20-br
218-hof-tcpb-333
2202210794hof-tj-1
37_1541098-xiv
55_1837138_1’-0ming
59_1834674_2
301-x-hof-4
104_1857375_1
314-4
152_2077923_pfc-79
2_g245tmbs
45_1555041_1a
13-3_ref_1234
175_2062608_25
293-3_oxalate
49_1815223_hof1b
293-areverse
160_2056901_tpe2tp
88_1850862_2
5-5
28_1478357_t1toluene3
49_1815222_hof1a
184_cfa-20-tp2
282-cp-hp-1
49_1815224_hof2a
294-4_bpy_dmso_acetone
9_1427359_hof-2-r-pea
37_1541090-vi
40_1510310_hoifs-3
2_g4fbs0516
1_4
172-tpe-aa-2
73_1908803_p6
66_1886472_tpm_h2o-296k
8_988067_hof-8
21520140741
156_1973458_x-hof-1
13-2d2_dmf
108_1992596_zrt-2-
149_1962983_bpmcz-p1
143_1980887_smof-pfsix-1
150-hof-fju-5
264-cp-py-1-menaph
151-tolhat-1
129_1984230_upc-h9
29_1438257_hof-9-py
1_1
79_1890648_hof-fe
84_1867937_5micro
2_g2cbs
95_1865242_pethof-2
23_1424091_1_2d3
264-cp-py-3
187_2d-ms
197-3ct-18c6-i
84_1867933_7a
73_1908804_p5
36_1566037_imp-19
1_6
47_1819846_2ace
261-mc250-2173798
5-10
180_hof-6
40_1510308_hoifs-1
185_hof-110
207-hof-pytta
1_9
163_2090889_m1
36_1566036_imp-18
119_1974671_dy-hhfs
59_1834673_1
75_1889096_26pf6
38_1578416-tpme-1
169_2083182_re6-hof-2as
294-3_5
77_1913304_pethof-3
23_1424088_1_2dimp
3_822584_2dmf5c6h6s2a
102_1970869_85dmso2c6h6
54_1857530_pyopen⊃mecn
218-hof-tcpb-373
38_1578414_tpme-2
193-dap_anhydrate
292-hiam-103
2_g3fbs
182_ihof-4
55_1837144_1-15min
5-6
159_2078212_cp-pp-1dcb
2342256277
2_g4bbs22
13-2d1_dma_c2
13-2b_ref_br
29_1529718_hof-9
277-hdsd-1
44_1532905_hof-21
3_822583_2dmf5c6h6s2a
293-banth
6_918145_2as_tpma_tmbd-pos1c
194-aniline_fju-360
78_1576305_1
84_1867929_3
18_1445430_2-h2o
259-etta_cl
9_1427358_hof-2
162_2076402_pyba_298k
2_g3mbs5
271-1
73_1908806_hcof-2
51_1819783_tcf-3
275-cagehof-2_dmac
187_3d-thf-pbenzoquinone
5-14
130_1955714_hof-14
235_phof-1re
187_3d-p-benzoquinone
42_1579887_phtcz-3
159_2080627_cp-pp-2tcb
243-hof-fju-40
254-auto
49_1815225_hof2b
1_7
87_1902589_tcpp-6dmf
117_1948437_hons1
2272235810
11_1010353_hof-4
28_1478362_t1
260-hof-nbdadma
2_g4mbs22
5-1
182_ihof-2
62_1886521_cphatn-npnmp
203[1lso42]tba4
151-thiahat-1
84_1867926_1a
33_1052040_hof-5
88_1850863_1
128_2010568_pfc-33nh4
28_1478360_t2dmac779
66_1886467_tpm_an-100k
162_2076400_pyfa_298k
48_1846106_20
2_g4fbs
48_1846107_19
37_1541089-v
142_2031629_8pcom-tol
37_1541091-vii
82_1888145_cl-1
54_1857527_py6mes25thf
97_1907797_hof-76
82_1888146_br2-1
26_1523338_tetra
6_880741_1-pys-tpmatmbd-pos2
38_1578415_tpme-3
106_1904340_pfc-12
1882ct-18c6-iii
105_1976117_cpbtq-1mebz
102_1970868_262dmso9h2o
1882ct-18c6-ii
211-tcbp-1
84_1867936_10
250-hof-zstu-2
43_1583114_cpos-2
224tam-bdca-hof
291-hof2-s
132_1973460_hbc-1
71_1900772_hof-19
109_1881304_mtocz
48_1846099_10
118_1991981_pentamof-1
18_1445429_1-h2o
2332269819co-hof
264-cp-py-1-dmani
70_1898280_hof1h2o
297_sof-10
2_g4nbs
75_1889091_16pf6
73_1908805_hcof-4
138_1969815_2d-90
2_g4fbs0514
293-bnh2
293-aanth
296-pyca-higha
254-ck1022e
163_2091096_hcof-101
2_g4bbs1
55_1837139_1’-7min
264-cp-py-1-tcb
2_g4tbbs0671
5-3
13-2a_ref_h
259-etta_cl2br2
128_2010571_pfc-33tba
84_1867928_2
5-11
55_1837143_1-8min
293-cphenyl
70_1898278_hof1⊃thf
2272235812
48_1550504_16
185_h4ttf-tb-1d
5-13
195
253-hof-fju-46
84_1867932_6
115_2005567_cbpe-1mebz
304-hof-sxu-1
58_1841046_-tma01hac
19_1035280_t18-1
116_1998745_abtpa-2
2302240104
273-nku-1000-100k
48_1846102_3
50_1841012_cbphat-1tcb
19_1424089_tp-1
150-hof-fju-4
189_2038905_cpdc-1
146_2051621_t12f-1124tcb
37_1541097-xiii
55_1837142_1-0mine
1_12
135_2035078_pfc-42
19_1457116_ex-1
5-8
40_1510309_hoifs-2
102_1970874_7ndmso
75_1889094_16cl
2_g3cbs
201-hof-fju-2acetone
58_1841048_-tmahac
312-melem-h2o
187_3d-selenophene
28_1520230_t2edmf173
125_1892552_hma+hpda−
199-2088382
117_1948438_hons2
209-zioc2-1dot5h2o-rt
128_2010567_pfc-33
282-ppy-1_01_0000
2212235806
126_2027309_cpdbc-1
37_1541086-ii
293-1biphenyldicarboxylate
25_1499633_x-ph
131_1976307_upc-h5
2_g4ipbs0678
75_1889093_16asf6
250-hof-zstu-3
272-hof-215
264-cp-py-2-tcb
13-1d1_dmf
261-mc30-2173797
2031l
113_1984954_hof-20aniline
63_1866017_r-sq
2_g4fbs20
153_2038609_bisimidazoliumterephthalate-100k
176_hof-zju-102
259-etta_i
84_1905538_7b
294-5_pyridine
258-hof-lifm-6
1_11
118_1991982_pentamof-3
84_1867930_4
244-hof-tta
187_1d-r
1_10
190_hof-101-ch3
2031d
69_1911192_pfc-2
5-2
5-15
129_1984228_upc-h7
151-bptp-1-tcb
27_1528352_hccf-1
73_1908807_monomer1
2232241288hof-fju-8
172-tpe-aa-3
73_1910292_p7
205l-ch3
2162209418zhof
2252212797hof-fju-36
157_1979289_hof-16-methanol
269-mcf
157_2078751_hof-16-ethanol
2292278848
48_1846101_5
196-1
84_1867931_5
250-hof-zstu-1
76_1893340_1
263-bptca-2
95_1865241_pethof-1
3_822582_25dmf3meohsof-1
20218860151
28_1520227_t2c3h6o
64_1823162_1-ni
219n-hexane@hof-tri-pmdi-br
55_1837134_1
83_1940427_kuf-1
184_cfa-20-cl
159_2080628_cp-pp-3tcb
41_1493602_d0-293k
36_1566035_l1-h6
171_2105279_[co2pca4bimb2]
172-tpe-aa-1
260-hof-nbda
84_1867934_8
310-hof-fju-52
2272235811
2_g4ibs
84_1867935_9
259-etta_br
275-cagehof-2
89_1916385_2
139_2052953_phnh2@fju-200
168_2087501_hof-30m
106_1904339_pfc-13
293-1_s5
163_2090890_m1-ta
19_1035282_t18-2dmf
257-rub-hofs
138_1969816_2d-82
55_1837136_2-hfbl
1882ct-18c6-i
235_phof-1
194-fju-360
192hof-tripod
37_1541096-xii
25_1499635_x-pyq
256-th5_dmf-thf
28_1478355_t1chcl33
42_1579888_phtcz-2
313-h4bptc-bpe
98_1938466_complex2
142_2031630_8pcom-dmso
2_g4bbs26
2_g4ebs3
142_2031631_8pcom-dmf
37_1541092-viii
37_1541088-iv
107_1973441_1
37_1541099-xv
209-zioc2-4h2o-rt
54_1857528_pyvdw⊃chcl3
2172216825mep-hof
47_1819845_1
158_1878390_hof-fju-1
45_1555043_1c
137_1971951_jlu-sof3
264-cp-py-2-dmani
28_1520228_t2-_pentane
1_8
254-ck1222a
17_1411460_1
43_1583116_cpos-4
2272235813
187_3d-thiophene
191-demsoh
70_1898279_hof1⊃thiophene
21_1473368_hof-gs-10
72_1883913_pfc-5
104_1857374_2
56_1833799_2dy4cu4
168_2087506_hof-30a-c3h4
2_g4as3
293-btere
107_1850860_2
264-cp-py-2-dcb
92_1879988_mhof-2
208
19_1457117_t12-2dmf
14_1044789_hof-7
178_ptc-235-mecn
187_3d-thiophene-pbenzoquinone
23_1424086_1_2d4
258-hof-lifm-8
186_pfc-71
281-hof-btb-nh2
145_2000839_pfc-25
75_1889095_16br
294-3_4
254-exp_485
136_2053362_imd-tph-280k
235_phof-1nh3
211-ptba-1a_sq
187_3d-benzene
47_1819847_2mecn
102_1970870_10
62_1877480_cphatn-npdmac
270-fju-56
102_1970873_74dmso
19_1457115_t12-1
25_1499634_x-ttf
98_1938465_complex1
2_g24dmbs
28_1478359_t2dmso941
28_1478356_t2nmp275
2_g4ipbs0675
91_1941697_unam-1
51_1819782_tcf-2
10-sof-7
2_g4ipbs
2_g2fbs
38_1578417_tpf-1
2_g234tmbs
113_1984953_hof-20
293-anh2
37_1541087-iii
294-4_pyridine
